Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
-0.31106708938024064,-0.4660385930038129,-0.36660940803032044,-1.0056407338512638,-0.588043178202693,-0.1544061097017682,-0.750879053840391,-0.13552568263632825,-0.3817810254217051,-0.5783601504917741,1
0.01838119340341684,0.014377131479660155,-0.07624036176248311,0.5974439723761487,0.7503246192604576,0.4091308912247897,0.9911765214046846,0.49076186024460544,0.6556714558283893,0.5696957545803673,1
-1.4856479411207397,-1.637808804741759,-1.7211408513012907,-1.2088148717741594,-1.2920974374071328,-1.5415831468979313,-1.0011012181801355,-1.3839365739531764,-1.4808639623047177,-1.2284033541465256,0
0.6330498959181435,0.7644636563181926,0.4306530866380346,0.5160259680538308,0.172066390770457,0.5174582632987103,0.718269819000933,-0.13833568092498383,1.114175992408438,1.0120878600923098,0
-1.2333642662027442,-0.7286127291318962,-1.0344486919995806,-0.680035265490072,-0.3001045365985888,-0.8367871881917859,-0.6252249239324142,-0.37501771739769424,-0.4778197621837118,-0.7531071148107598,0
-0.016492864819797226,-0.1144718529355631,-0.03588586399274956,-0.16169144726860807,-0.44124261166846906,-0.47084722854765304,-0.24043889487463155,-0.41068597124302475,-0.7214700110108009,-0.4783372832037482,1
0.26356716340817243,0.6067432577195362,0.22257361490596375,0.9655252229665523,0.38602433411070647,0.5755184619348228,0.42598553456264293,0.5820700754741411,-0.0422743495418148,0.5852975823563713,1
-0.9410201096945568,0.04154903528830307,-0.4107111639226261,-0.9473159682785615,0.5144479104892121,-0.22594272590546297,-0.347803062278098,-0.4481164463639281,-0.2879928364791289,-0.39458898599805164,0
0.3635338551914756,-0.1605037381958955,0.02627983110995049,-0.10499953137768794,0.2710131088524094,0.3603087831095809,0.08013763518487549,0.2838398212862034,0.47057213392877156,0.5053543534850063,1
-0.16298221991312772,0.12229217774568615,-0.45513072824877754,-0.07686905496595388,-0.12460055020677509,-0.20033145897824162,-0.1902757320250766,-0.07554328342767909,0.35315377669706144,-0.11577372568295372,0
1.3278438606506315,1.2401041186457507,1.1585297761837672,1.5232563429777348,1.3154647880965837,1.891807811876586,1.0273276630385682,1.3516947383833127,1.3370430038017844,1.328704250150099,0
2.0559709906302217,2.0715324447705474,2.443982470706458,1.500914777512224,2.076169343530213,1.7175989097572368,1.5827830137808163,1.6622805367183506,1.7931685559468316,1.399509764888998,1
-0.9056390800923952,-1.2623225034768766,-0.45321519389752907,-0.4388563956575981,-0.61681734954183,-0.718632049586307,-0.5137709914038312,-0.9636677711650065,-1.3562556981475806,-0.31678680560640293,1
1.1099793401675013,1.7737573271066838,1.5351062086701908,1.6068292167702278,2.0087875596098006,1.4851903542897325,1.5778283372780457,1.3410622515563384,1.0892803990889235,1.2645653564394297,1
-0.1278875464006582,0.3584413248228892,-0.1972312506406964,-0.024337263867133436,-0.053653099622087995,-0.5157795186949509,-0.11574984050367636,-0.7764071968878676,-0.4224344326202106,-0.29479065929174614,1
-0.04198886702945131,-0.029460591088456674,-0.5269969146697937,-0.48238420453323055,-0.6675757903322028,0.18921653041732323,-0.39600504995291147,-0.14320057473856063,-0.012122250743214881,-0.2790317835255004,0
0.7036662048251392,0.8493811526827685,0.7463103369125454,0.910277632523146,0.7156535892521507,1.0137039548291291,0.6379881217399147,1.3707115877384664,0.7756291461229143,1.5745488146976832,1
1.6645934346227058,0.7308610540062541,0.7368092981790225,0.7389001970804637,0.6737245550446193,0.8689028396038457,0.801654000817236,1.1975940712340822,0.36492310970726605,0.7074642861627192,1
-1.051302777485367,-0.4158177963159897,-0.5890216942341275,-0.6075753213040249,-0.6324097926135573,-0.16791762850383163,-0.33563972559682725,-0.5457535568940551,-0.7680673971864438,-0.854980410661859,1
0.08305702744635338,0.4374258404588606,0.2571814846790653,0.659129207945186,0.5418852560777008,0.21621539044624974,0.5440022527321916,0.3339936787671903,0.3422725818358745,0.844318447566725,1
0.8145120583886963,-0.5620167033498312,-0.4653123466757684,-0.9253207266155925,-0.12244161219023132,-0.556550209220553,-0.7500152259548745,-0.2236581976799378,-0.10700806375781859,-0.5152628610212715,0
-0.5200325960512552,-0.45654542947789106,-0.41819599360734594,-0.9460978354873472,-0.3362497944170396,-0.740429861861247,-0.4276823457656094,-0.6759748612961192,-0.6944814822969404,-0.23025817841072452,0
-2.0041642199650163,-2.9011138371006626,-2.1860712789755286,-1.984539837700926,-2.17962528262912,-1.8128020669020404,-1.8488219087513065,-2.513911386600188,-2.4500659960576643,-2.199319631771731,1
0.9524553618406966,0.7773578006045927,0.822630813398486,0.9577516279601299,0.23866667973966713,0.19742405729268567,1.0658881438945096,0.6320164274396831,0.26197408067390465,1.0610886211739416,1
0.8775111136151449,0.6309086469612314,1.0213082559793654,0.700957989246101,1.2902376132995577,0.4799112067718855,0.513169680073096,0.6807086093620731,0.916731888774201,0.4487209991859289,0
1.4351968485066142,0.9240429304053817,1.4029044973737455,0.5383501238512158,1.6128993155929676,1.3029721766591336,0.770363118899893,1.0775183278114042,1.6157373565661428,1.348081629111635,0
0.9234574870120565,1.315844582474338,0.35062572877749293,1.313892979158524,0.5859884058815937,1.403238451350677,0.8984199219157756,0.3664229007686299,1.3534473077174047,0.33101537320579943,1
-1.4904811694538327,-1.8956657161490316,-1.1247754918299284,-1.4591898283808304,-1.1044772713223634,-1.1315254032268576,-1.2611013266131812,-1.386737201495423,-1.4011698317906414,-1.4937476636909561,0
-0.2950985016221251,-0.3496042984783841,-0.01785952276564913,0.1620239675678147,-0.6689189945562547,-0.5461755650372235,-0.33660024889263823,0.10876301764800736,0.3653475422458831,0.49523614713109726,0
